group;friendlyName;description;target;rights
LeisurelyCraniateLurches;LeisurelyCraniateLurches;Escalades Gropers to the repositorys;LeisurelyCraniateLurchesREPOSITORY;EXECUTE,WRITE,RENAME,STROKE,PUNCH,OBSERVE,STEW
VisiblyGlassFacedReflations;VisiblyGlassFacedReflations;Thoughts Hexanchidae to the accommodations;VisiblyGlassFacedReflationsACCOMMODATION;ADJUST,WRITE
CaptivatinglyUntrimmedLaurels;CaptivatinglyUntrimmedLaurels;Pooches Gas phlegmon to the storehouses;CaptivatinglyUntrimmedLaurelsSTOREHOUSE;PUNCH,WRITE
UngrammaticallyAxiomaticalSpikelets;UngrammaticallyAxiomaticalSpikelets;Jump-starts Nothings to the mines;UngrammaticallyAxiomaticalSpikeletsMINE;EXECUTE,WRITE,RENAME,STROKE,PUNCH,OBSERVE,STEW,READ
MagnaCumLaudeFullFaceSnivels;MagnaCumLaudeFullFaceSnivels;Feds Urinary hesitancy to the safes;MagnaCumLaudeFullFaceSnivelsSAFE;RENAME
GymnasticallyCrepitantNisus;GymnasticallyCrepitantNisus;Weighs OWLT to the repertorys;GymnasticallyCrepitantNisusREPERTORY;LAUGH,WRITE,RENAME,STROKE,PUNCH,OBSERVE,STEW,READ
UncleanlyDownwardGenusAmphioxus;UncleanlyDownwardGenusAmphioxus;Verbifies Laing to the burial chambers;UncleanlyDownwardGenusAmphioxusBURIAL CHAMBER;LICK,WRITE,RENAME,STROKE,PUNCH,OBSERVE,STEW,READ,EXECUTE,FONDLE,ADJUST
NatchTranscendentalFactorships;NatchTranscendentalFactorships;Hits Buffer solution to the cellars;NatchTranscendentalFactorshipsCELLAR;LICK,WRITE,RENAME
DwarfishlyUnpuckeredIconologists;DwarfishlyUnpuckeredIconologists;Syndicates Truant to the caverns;DwarfishlyUnpuckeredIconologistsCAVERN;READ
AtwainGroggiestDeeds;AtwainGroggiestDeeds;Wizens Nausea to the volumes;AtwainGroggiestDeedsVOLUME;EXECUTE
GripinglyCowardlyPolydactyls;GripinglyCowardlyPolydactyls;Dungs Godparent to the storehouses;GripinglyCowardlyPolydactylsSTOREHOUSE;STEW,WRITE,RENAME
ErroneouslyAnimatisticDurums;ErroneouslyAnimatisticDurums;Concuss Waking to the mines;ErroneouslyAnimatisticDurumsMINE;STEW,WRITE
OverfondlyPurchasableEntrepots;OverfondlyPurchasableEntrepots;Spin-dries Diminutions to the places;OverfondlyPurchasableEntrepotsPLACE;LAUGH,WRITE,RENAME,STROKE,PUNCH,OBSERVE,STEW,READ
TamelyCormoseFurnishers;TamelyCormoseFurnishers;Peptizes Napu to the burial chambers;TamelyCormoseFurnishersBURIAL CHAMBER;ADJUST,WRITE,RENAME,STROKE,PUNCH,OBSERVE,STEW
DisagreeablyMagentaSuborderOscines;DisagreeablyMagentaSuborderOscines;Shreds Trichogynes to the burial chambers;DisagreeablyMagentaSuborderOscinesBURIAL CHAMBER;ADJUST,WRITE,RENAME,STROKE,PUNCH
AroundTheClockUnrequisiteMagnates;AroundTheClockUnrequisiteMagnates;Rhymes Cilla to the depositorys;AroundTheClockUnrequisiteMagnatesDEPOSITORY;FONDLE,WRITE,RENAME,STROKE
SolemnlyEviscerateFlagellants;SolemnlyEviscerateFlagellants;Percolates Nemathelminths to the apartmentss;SolemnlyEviscerateFlagellantsAPARTMENTS;STEW,WRITE,RENAME,STROKE
AtTheSameTimeGlauconiticPeroneus;AtTheSameTimeGlauconiticPeroneus;Plasters Pine mouse to the strongrooms;AtTheSameTimeGlauconiticPeroneusSTRONGROOM;LICK,WRITE,RENAME,STROKE,PUNCH,OBSERVE,STEW,READ
ThroughlyInterpenetrantEncyclopedias;ThroughlyInterpenetrantEncyclopedias;Wrongs Down-and-outs to the catacombs;ThroughlyInterpenetrantEncyclopediasCATACOMB;WRITE
StifflyXLinkedKiwis;StifflyXLinkedKiwis;Dogmatizes Manifestation to the caches;StifflyXLinkedKiwisCACHE;FIST,WRITE,RENAME,STROKE,PUNCH,OBSERVE,STEW,READ,EXECUTE,FONDLE
InterpretativelyInaptMucopolysaccharidosis;InterpretativelyInaptMucopolysaccharidosis;Models Dispassion to the repositorys;InterpretativelyInaptMucopolysaccharidosisREPOSITORY;EXECUTE
SprucelyNumeraryGenusPodilymbus;SprucelyNumeraryGenusPodilymbus;Trumps Dal to the sepulchres;SprucelyNumeraryGenusPodilymbusSEPULCHRE;LICK,WRITE,RENAME,STROKE,PUNCH,OBSERVE,STEW,READ,EXECUTE,FONDLE,ADJUST
TroppoUnbreachableElytrons;TroppoUnbreachableElytrons;Overtakes Rupert to the depots;TroppoUnbreachableElytronsDEPOT;FONDLE,WRITE,RENAME,STROKE,PUNCH,OBSERVE,STEW,READ,EXECUTE
ConversationallyRunedTurbaries;ConversationallyRunedTurbaries;Lurks Genus Nomia to the storehouses;ConversationallyRunedTurbariesSTOREHOUSE;EXECUTE,WRITE,RENAME,STROKE,PUNCH,OBSERVE
LearnedlyCollectivizedTemperatures;LearnedlyCollectivizedTemperatures;Recopies Theoretician to the safes;LearnedlyCollectivizedTemperaturesSAFE;READ,WRITE,RENAME,STROKE
NauseatinglyReferentialFlaskets;NauseatinglyReferentialFlaskets;Shinglings Sphinx moth to the depots;NauseatinglyReferentialFlasketsDEPOT;FIST,WRITE,RENAME,STROKE,PUNCH,OBSERVE,STEW,READ,EXECUTE,FONDLE
SoberinglyJinxedBothropsAtrops;SoberinglyJinxedBothropsAtrops;Agglomerates Cabman to the expanses;SoberinglyJinxedBothropsAtropsEXPANSE;STROKE,WRITE,RENAME
TheosophicallyHydrousDeleteriousness;TheosophicallyHydrousDeleteriousness;Prologuizes Uncandidness to the treasure houses;TheosophicallyHydrousDeleteriousnessTREASURE HOUSE;ADJUST,WRITE,RENAME,STROKE,PUNCH,OBSERVE,STEW,READ,EXECUTE
UnrecognisablePeronistEphahs;UnrecognisablePeronistEphahs;Rankles Helpfulness to the depots;UnrecognisablePeronistEphahsDEPOT;LICK,WRITE,RENAME,STROKE,PUNCH,OBSERVE,STEW,READ,EXECUTE
BearishlyAgreeableForts;BearishlyAgreeableForts;Silences Apheliotropism to the underground chambers;BearishlyAgreeableFortsUNDERGROUND CHAMBER;READ,WRITE
BeyondSubsidisedNektons;BeyondSubsidisedNektons;Eyeballs Reporting to the depositorys;BeyondSubsidisedNektonsDEPOSITORY;FIST
UniquelyHydroGreats;UniquelyHydroGreats;Exacts Containers to the storehouses;UniquelyHydroGreatsSTOREHOUSE;STEW,WRITE,RENAME,STROKE
WholesaleCalicularSagaciousness;WholesaleCalicularSagaciousness;Soaks Orogeny to the rooms;WholesaleCalicularSagaciousnessROOM;EXECUTE,WRITE,RENAME,STROKE
UnderhandCovertPeaSoupers;UnderhandCovertPeaSoupers;Breams Shoemakers to the mines;UnderhandCovertPeaSoupersMINE;ADJUST,WRITE,RENAME
UnreasoninglyBlizzardlyBounders;UnreasoninglyBlizzardlyBounders;Dragonnades Extract to the treasurys;UnreasoninglyBlizzardlyBoundersTREASURY;STEW
GhastfullyBanneredDevilkins;GhastfullyBanneredDevilkins;Synopsizes Pappy to the warehouses;GhastfullyBanneredDevilkinsWAREHOUSE;READ,WRITE,RENAME,STROKE,PUNCH,OBSERVE,STEW
AntipatheticallyQuadruplicationLazarus;AntipatheticallyQuadruplicationLazarus;Foretells Requisitionists to the funds;AntipatheticallyQuadruplicationLazarusFUND;READ,WRITE
AbysmallyDurableGentlemanliness;AbysmallyDurableGentlemanliness;Reascends Eyebright to the strongrooms;AbysmallyDurableGentlemanlinessSTRONGROOM;READ,WRITE,RENAME,STROKE
UpHereEclecticGenusChrysochloris;UpHereEclecticGenusChrysochloris;Sleeps Prosthetist to the safes;UpHereEclecticGenusChrysochlorisSAFE;FIST,WRITE,RENAME,STROKE,PUNCH,OBSERVE,STEW,READ,EXECUTE,FONDLE,ADJUST
TropicallyUnmodishDorrs;TropicallyUnmodishDorrs;Acetifies Element 113 to the storerooms;TropicallyUnmodishDorrsSTOREROOM;EXECUTE,WRITE
CynicallyJinxedDignities;CynicallyJinxedDignities;Gnosticizes Translocation to the quarterss;CynicallyJinxedDignitiesQUARTERS;READ,WRITE,RENAME,STROKE,PUNCH,OBSERVE
MonaurallyTakeOutAlegars;MonaurallyTakeOutAlegars;Harnesses Blowie to the abodes;MonaurallyTakeOutAlegarsABODE;LAUGH,WRITE,RENAME,STROKE,PUNCH,OBSERVE
FlatUtterlessGenusPagurus;FlatUtterlessGenusPagurus;Deconsecrates Tray to the expanses;FlatUtterlessGenusPagurusEXPANSE;EXECUTE,WRITE
WastefullyUnmechanisedGerundives;WastefullyUnmechanisedGerundives;Achieves Beef patty to the warehouses;WastefullyUnmechanisedGerundivesWAREHOUSE;EXECUTE,WRITE,RENAME,STROKE,PUNCH
OnTheWayPronounceableDumas;OnTheWayPronounceableDumas;Relativizes Keynote to the spaces;OnTheWayPronounceableDumasSPACE;READ,WRITE,RENAME,STROKE
DoublyLacedForelands;DoublyLacedForelands;Centrifuges Longship to the volumes;DoublyLacedForelandsVOLUME;OBSERVE,WRITE,RENAME,STROKE
WiselyGlumpierOryctolagusCuniculus;WiselyGlumpierOryctolagusCuniculus;Parleyvoos Writs to the treasurys;WiselyGlumpierOryctolagusCuniculusTREASURY;EXECUTE,WRITE,RENAME,STROKE,PUNCH,OBSERVE
InItsOwnRightUnemployableTruthfulness;InItsOwnRightUnemployableTruthfulness;Glistens Exergue to the safety deposits;InItsOwnRightUnemployableTruthfulnessSAFETY DEPOSIT;FONDLE,WRITE,RENAME,STROKE,PUNCH,OBSERVE,STEW,READ,EXECUTE
NathelessNoNonsenseAsarums;NathelessNoNonsenseAsarums;Opposes Chainsaw to the storehouses;NathelessNoNonsenseAsarumsSTOREHOUSE;LICK,WRITE,RENAME
AutobiographicallyUnfoundedStaginess;AutobiographicallyUnfoundedStaginess;Tittups Fishgigs to the crypts;AutobiographicallyUnfoundedStaginessCRYPT;READ,WRITE,RENAME
CrossCountrySiderealRepugnances;CrossCountrySiderealRepugnances;Supposes Game fowl to the billets;CrossCountrySiderealRepugnancesBILLET;LICK,WRITE,RENAME,STROKE,PUNCH,OBSERVE,STEW
ConscientiouslyHomogenousPedigrees;ConscientiouslyHomogenousPedigrees;Washes Plain wanderer to the repertorys;ConscientiouslyHomogenousPedigreesREPERTORY;STROKE,WRITE,RENAME
SmatteringlyUnheardPaintings;SmatteringlyUnheardPaintings;Disrates Silo to the stores;SmatteringlyUnheardPaintingsSTORE;FIST,WRITE,RENAME,STROKE,PUNCH,OBSERVE,STEW,READ,EXECUTE
HuggerMuggerAnonTooths;HuggerMuggerAnonTooths;Derives Alternative to the cellars;HuggerMuggerAnonToothsCELLAR;LAUGH,WRITE,RENAME,STROKE
ProvidentiallyVasomotorGenusIchthyosaurus;ProvidentiallyVasomotorGenusIchthyosaurus;Mismanages Choriotis to the quarterss;ProvidentiallyVasomotorGenusIchthyosaurusQUARTERS;LAUGH,WRITE,RENAME,STROKE,PUNCH,OBSERVE,STEW,READ,EXECUTE,FONDLE
InVacuoUnsaltedImperturbableness;InVacuoUnsaltedImperturbableness;Mortgages By-catch to the stores;InVacuoUnsaltedImperturbablenessSTORE;FIST,WRITE,RENAME
OverhastilyConstructionalGrowings;OverhastilyConstructionalGrowings;Disgusts Whiffet to the depositorys;OverhastilyConstructionalGrowingsDEPOSITORY;FIST
InsensitivelyConcededShetlands;InsensitivelyConcededShetlands;Feuds Pinfish to the storerooms;InsensitivelyConcededShetlandsSTOREROOM;READ,WRITE,RENAME,STROKE,PUNCH
WeekStealthyForetastes;WeekStealthyForetastes;Instantiates Snowman to the safety deposits;WeekStealthyForetastesSAFETY DEPOSIT;LAUGH,WRITE,RENAME,STROKE,PUNCH,OBSERVE,STEW,READ,EXECUTE,FONDLE,ADJUST
ScorchinglyHomiestCorrals;ScorchinglyHomiestCorrals;Tufts Mechanomorphism to the treasurys;ScorchinglyHomiestCorralsTREASURY;EXECUTE,WRITE,RENAME,STROKE,PUNCH,OBSERVE,STEW
CredulouslyRisenJumbals;CredulouslyRisenJumbals;Voids Wirehaired terrier to the strongrooms;CredulouslyRisenJumbalsSTRONGROOM;LICK
WhereofCallerDefiniteness;WhereofCallerDefiniteness;Uncases Brangle to the volumes;WhereofCallerDefinitenessVOLUME;FONDLE,WRITE
ReproductivelyMellifluentRepercussions;ReproductivelyMellifluentRepercussions;Taxies Reign of terror to the strongrooms;ReproductivelyMellifluentRepercussionsSTRONGROOM;OBSERVE,WRITE,RENAME,STROKE
SeemlyTravelWornPharsalus;SeemlyTravelWornPharsalus;Outranks Vesture to the accommodations;SeemlyTravelWornPharsalusACCOMMODATION;PUNCH
YouBetUnconsoledGargoyles;YouBetUnconsoledGargoyles;Rases Responsible to the treasure troves;YouBetUnconsoledGargoylesTREASURE TROVE;FIST,WRITE,RENAME,STROKE,PUNCH,OBSERVE
AnemographicallySteadyGoingGenusMelanotis;AnemographicallySteadyGoingGenusMelanotis;Cloves Pigeon droppings to the scopes;AnemographicallySteadyGoingGenusMelanotisSCOPE;FONDLE,WRITE,RENAME,STROKE,PUNCH,OBSERVE,STEW
AcademicallyUnaccentedScaffoldings;AcademicallyUnaccentedScaffoldings;Windsurfs Cadastre to the chambers;AcademicallyUnaccentedScaffoldingsCHAMBER;LICK,WRITE,RENAME,STROKE
AmbidextrouslyIsostericAnaesthesiologists;AmbidextrouslyIsostericAnaesthesiologists;Converses Hooded cloak to the storerooms;AmbidextrouslyIsostericAnaesthesiologistsSTOREROOM;EXECUTE,WRITE,RENAME
ExpressivelySquareToedBodgies;ExpressivelySquareToedBodgies;Merchandises Intimacy to the treasure troves;ExpressivelySquareToedBodgiesTREASURE TROVE;LAUGH,WRITE,RENAME,STROKE,PUNCH,OBSERVE,STEW
MedicinallySamianAmphiboles;MedicinallySamianAmphiboles;Thacks Tunicles to the expanses;MedicinallySamianAmphibolesEXPANSE;EXECUTE,WRITE
ObservablyEndodermalHetairas;ObservablyEndodermalHetairas;Communizes Servosystem to the expanses;ObservablyEndodermalHetairasEXPANSE;LICK,WRITE,RENAME,STROKE,PUNCH,OBSERVE,STEW,READ,EXECUTE,FONDLE,ADJUST
SportinglyUnreprievableLaskets;SportinglyUnreprievableLaskets;Unknits Herculaneum to the repositorys;SportinglyUnreprievableLasketsREPOSITORY;FONDLE,WRITE,RENAME,STROKE,PUNCH
AblazeGamicChitals;AblazeGamicChitals;Cold-shoulders Signposts to the funds;AblazeGamicChitalsFUND;OBSERVE,WRITE,RENAME,STROKE,PUNCH
WarmlySuppurativeLanius;WarmlySuppurativeLanius;Squabbles Chased to the crypts;WarmlySuppurativeLaniusCRYPT;ADJUST,WRITE,RENAME,STROKE,PUNCH,OBSERVE,STEW,READ,EXECUTE,FONDLE
UnderhandSplenialExpedients;UnderhandSplenialExpedients;Achromatizes Resections to the treasure troves;UnderhandSplenialExpedientsTREASURE TROVE;ADJUST,WRITE,RENAME,STROKE,PUNCH,OBSERVE,STEW,READ,EXECUTE,FONDLE
HeighCariogenicApotheosis;HeighCariogenicApotheosis;Breeches Shudders to the resrvoirs;HeighCariogenicApotheosisRESRVOIR;READ,WRITE,RENAME,STROKE,PUNCH,OBSERVE
SupposedlyNominalisticPanamanians;SupposedlyNominalisticPanamanians;Albuminises Plutus to the caverns;SupposedlyNominalisticPanamaniansCAVERN;ADJUST,WRITE,RENAME,STROKE,PUNCH,OBSERVE
DeplorablyIntroversiveHemps;DeplorablyIntroversiveHemps;Disconnects Prohibiters to the scopes;DeplorablyIntroversiveHempsSCOPE;PUNCH
OftenerCivilizedLegumes;OftenerCivilizedLegumes;Sporulates Titulary to the abodes;OftenerCivilizedLegumesABODE;EXECUTE,WRITE,RENAME,STROKE,PUNCH
InexpressivelyUnresentedIndefiniteness;InexpressivelyUnresentedIndefiniteness;Reannexes Car factory to the suites;InexpressivelyUnresentedIndefinitenessSUITE;ADJUST,WRITE,RENAME,STROKE,PUNCH,OBSERVE,STEW,READ,EXECUTE
OrbicularlyOutsizeMicrotubules;OrbicularlyOutsizeMicrotubules;Pinnacles Apodosis to the funds;OrbicularlyOutsizeMicrotubulesFUND;LAUGH,WRITE,RENAME,STROKE,PUNCH,OBSERVE,STEW,READ,EXECUTE,FONDLE
WastefullyUnmechanizedGeriatrics;WastefullyUnmechanizedGeriatrics;Ambitions Estivation to the banks;WastefullyUnmechanizedGeriatricsBANK;LICK,WRITE
NauseatinglySelfCollectedPharyngotomies;NauseatinglySelfCollectedPharyngotomies;Carouses Graphics to the cellars;NauseatinglySelfCollectedPharyngotomiesCELLAR;EXECUTE,WRITE,RENAME,STROKE,PUNCH
AbandonedlyHydropticLegumins;AbandonedlyHydropticLegumins;Dandles Edifices to the storehouses;AbandonedlyHydropticLeguminsSTOREHOUSE;EXECUTE
GummyPecticSaws;GummyPecticSaws;Pauperises Insalubrity to the digss;GummyPecticSawsDIGS;FONDLE,WRITE,RENAME,STROKE,PUNCH,OBSERVE,STEW,READ,EXECUTE
InimicallyHoppingShoeblacks;InimicallyHoppingShoeblacks;Resurrects Dobsonfly to the expanses;InimicallyHoppingShoeblacksEXPANSE;READ
MirthfullyNotourOutbursts;MirthfullyNotourOutbursts;Scrawls Suppositive to the safe deposits;MirthfullyNotourOutburstsSAFE DEPOSIT;READ,WRITE,RENAME
RituallyExploitableCasinos;RituallyExploitableCasinos;Mimeographs Sphenograms to the repertorys;RituallyExploitableCasinosREPERTORY;OBSERVE,WRITE,RENAME,STROKE,PUNCH
EmpiricallyApiculateRubbishes;EmpiricallyApiculateRubbishes;Habilitates Blackguards to the areas;EmpiricallyApiculateRubbishesAREA;FIST,WRITE,RENAME
AtTheSameTimeInfatuateCrows;AtTheSameTimeInfatuateCrows;Superintends Revenue stamp to the depositorys;AtTheSameTimeInfatuateCrowsDEPOSITORY;READ,WRITE,RENAME
DeprecatorilyUnrestfulCoacervations;DeprecatorilyUnrestfulCoacervations;Sops Promulgations to the crypts;DeprecatorilyUnrestfulCoacervationsCRYPT;OBSERVE,WRITE
DisruptivelyTunelessBanjoes;DisruptivelyTunelessBanjoes;Atomises Absurdness to the rooms;DisruptivelyTunelessBanjoesROOM;PUNCH,WRITE,RENAME,STROKE
PugnaciouslyAzoicSpoils;PugnaciouslyAzoicSpoils;Emplanes Actias luna to the resrvoirs;PugnaciouslyAzoicSpoilsRESRVOIR;FIST,WRITE,RENAME,STROKE,PUNCH,OBSERVE,STEW
ConscionablyLowKeyedChoctaws;ConscionablyLowKeyedChoctaws;Daggles Roups to the expanses;ConscionablyLowKeyedChoctawsEXPANSE;WRITE
FiduciallyUnstimulatingCollections;FiduciallyUnstimulatingCollections;Computerizes Pawnshops to the depositorys;FiduciallyUnstimulatingCollectionsDEPOSITORY;LAUGH,WRITE,RENAME,STROKE,PUNCH,OBSERVE,STEW,READ,EXECUTE
TransverselyStreakiestSufferers;TransverselyStreakiestSufferers;Write-offs Aramus pictus to the suites;TransverselyStreakiestSufferersSUITE;ADJUST,WRITE,RENAME,STROKE,PUNCH,OBSERVE,STEW
DesignedlyProtrudableUnrestfulness;DesignedlyProtrudableUnrestfulness;Mizzlings Totalisator to the treasure houses;DesignedlyProtrudableUnrestfulnessTREASURE HOUSE;LAUGH,WRITE
EffectivelyCollectableChasteners;EffectivelyCollectableChasteners;Debunks Dictatorships to the vaults;EffectivelyCollectableChastenersVAULT;LICK,WRITE,RENAME,STROKE
IpsoFactoCatchingTopos;IpsoFactoCatchingTopos;White-outs Fiddlesticks to the places;IpsoFactoCatchingToposPLACE;FIST,WRITE,RENAME
SoakingUnlivelyRoisterers;SoakingUnlivelyRoisterers;Tautologizes Oistrakh to the safety deposits;SoakingUnlivelyRoisterersSAFETY DEPOSIT;READ,WRITE,RENAME,STROKE
AbsurdlyShrinkableSerpentes;AbsurdlyShrinkableSerpentes;Suffixes Janitorships to the stores;AbsurdlyShrinkableSerpentesSTORE;STEW,WRITE,RENAME,STROKE,PUNCH
AtTimesUnselfconsciousObverses;AtTimesUnselfconsciousObverses;Whishes Amoy to the storing places;AtTimesUnselfconsciousObversesSTORING PLACE;ADJUST
HellishlyGraptoliticViscosimeters;HellishlyGraptoliticViscosimeters;Hafts Threes to the depositorys;HellishlyGraptoliticViscosimetersDEPOSITORY;FONDLE,WRITE,RENAME,STROKE,PUNCH
PithilyAdultViands;PithilyAdultViands;Feudalizes Jocko to the spaces;PithilyAdultViandsSPACE;FONDLE
EffeminatelyTextlessChildbirthPreparationClass;EffeminatelyTextlessChildbirthPreparationClass;Rough-dries Mridangs to the volumes;EffeminatelyTextlessChildbirthPreparationClassVOLUME;STROKE
EuphemisticallyDuctlessKarats;EuphemisticallyDuctlessKarats;Gleeks Decors to the places;EuphemisticallyDuctlessKaratsPLACE;OBSERVE,WRITE,RENAME,STROKE,PUNCH
StethoscopicallyWrithedOrderOpiliones;StethoscopicallyWrithedOrderOpiliones;Libels Fundraiser to the repertorys;StethoscopicallyWrithedOrderOpilionesREPERTORY;LICK,WRITE,RENAME,STROKE,PUNCH
NutritiouslyCirculatingDefrauders;NutritiouslyCirculatingDefrauders;Manufactures Sukur to the crypts;NutritiouslyCirculatingDefraudersCRYPT;LAUGH,WRITE,RENAME,STROKE,PUNCH,OBSERVE,STEW,READ,EXECUTE,FONDLE,ADJUST
ImpassiblySuppositiousCoracles;ImpassiblySuppositiousCoracles;Testimonializes Early warning system to the depositorys;ImpassiblySuppositiousCoraclesDEPOSITORY;LICK,WRITE,RENAME,STROKE,PUNCH,OBSERVE,STEW,READ,EXECUTE,FONDLE,ADJUST,FIST,LAUGH
PrissilyCattyCorneredAcrostics;PrissilyCattyCorneredAcrostics;Flowers Hemline to the undercrofts;PrissilyCattyCorneredAcrosticsUNDERCROFT;STEW,WRITE,RENAME,STROKE
InsideQuadrilingualCanaliculus;InsideQuadrilingualCanaliculus;Jobes Dip to the expanses;InsideQuadrilingualCanaliculusEXPANSE;WRITE
AcousticallyWellOffQuarterlights;AcousticallyWellOffQuarterlights;Mutters Computer memory to the archives;AcousticallyWellOffQuarterlightsARCHIVE;FIST,WRITE,RENAME,STROKE,PUNCH,OBSERVE,STEW
OriginallyContralateralPrerogatives;OriginallyContralateralPrerogatives;Hatches Joplin to the crypts;OriginallyContralateralPrerogativesCRYPT;FIST,WRITE,RENAME,STROKE,PUNCH,OBSERVE
IndecentlyUnrejoicingMisquotations;IndecentlyUnrejoicingMisquotations;Mops Oligarchy to the vaults;IndecentlyUnrejoicingMisquotationsVAULT;READ,WRITE,RENAME
EastByNorthBistredEpurations;EastByNorthBistredEpurations;Rebuts Skirts to the repertorys;EastByNorthBistredEpurationsREPERTORY;EXECUTE,WRITE,RENAME,STROKE,PUNCH,OBSERVE,STEW,READ
NohowOsteologicalGenusCapricornis;NohowOsteologicalGenusCapricornis;Houghs Tractrix to the treasurys;NohowOsteologicalGenusCapricornisTREASURY;READ,WRITE,RENAME,STROKE,PUNCH,OBSERVE,STEW
UnderThatCandentNutcrackers;UnderThatCandentNutcrackers;Rampikes Roman basilica to the treasurys;UnderThatCandentNutcrackersTREASURY;LICK,WRITE
MonumentallyObtainablePurchases;MonumentallyObtainablePurchases;Throttlings Jan to the undercrofts;MonumentallyObtainablePurchasesUNDERCROFT;FIST,WRITE,RENAME
ChangeablyReusableSubagents;ChangeablyReusableSubagents;Disgruntles Vermiculite to the depots;ChangeablyReusableSubagentsDEPOT;EXECUTE,WRITE,RENAME
AtTheLeastPrototherianExpiators;AtTheLeastPrototherianExpiators;Swottings Secretions to the depots;AtTheLeastPrototherianExpiatorsDEPOT;EXECUTE,WRITE,RENAME,STROKE,PUNCH,OBSERVE
EquatoriallyStarredUmbilicus;EquatoriallyStarredUmbilicus;Attenuates Wax paper to the funds;EquatoriallyStarredUmbilicusFUND;FIST,WRITE,RENAME
AloneIndistinguishableHomecomings;AloneIndistinguishableHomecomings;Fractions Uganda to the closets;AloneIndistinguishableHomecomingsCLOSET;ADJUST,WRITE,RENAME,STROKE,PUNCH,OBSERVE,STEW,READ,EXECUTE
FurthermoreMultilobateNegresses;FurthermoreMultilobateNegresses;Reheels Electrode to the catacombs;FurthermoreMultilobateNegressesCATACOMB;STROKE
HeedfullyInteriorSprungThoughtReaders;HeedfullyInteriorSprungThoughtReaders;Staws Dresser to the stores;HeedfullyInteriorSprungThoughtReadersSTORE;STEW
SlierTrustingProstatectomies;SlierTrustingProstatectomies;Sheaves Dipper to the depositorys;SlierTrustingProstatectomiesDEPOSITORY;LAUGH,WRITE
SouthwestwardlyBistableQuaeres;SouthwestwardlyBistableQuaeres;Personates Blooding to the funds;SouthwestwardlyBistableQuaeresFUND;READ,WRITE
CalmlyTubelikeImpoliteness;CalmlyTubelikeImpoliteness;Plinks Fibulas to the mines;CalmlyTubelikeImpolitenessMINE;ADJUST,WRITE,RENAME,STROKE,PUNCH,OBSERVE
ConscionablyFalsifiableSpheciusSpeciosis;ConscionablyFalsifiableSpheciusSpeciosis;Pervs Conflictions to the spaces;ConscionablyFalsifiableSpheciusSpeciosisSPACE;FIST,WRITE,RENAME,STROKE,PUNCH,OBSERVE
HerebyDiaconalAbrogations;HerebyDiaconalAbrogations;Trampolines Add-in to the safety deposits;HerebyDiaconalAbrogationsSAFETY DEPOSIT;RENAME,WRITE
